ano,periodo,codigo_turma,codigo,nome_disciplina,id_tipo_componente,descricao,id_situacao_turma,id_discente,id_situacao_matricula,resultado,id_curriculo,ano_ingresso,periodo_ingresso,id_forma_ingresso
2021,2,02A,QXD0011,FUNDAMENTOS DE BANCO DE DADOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2021,2,01A,QXD0016,LINGUAGENS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2021,2,01A,QXD0041,PROJETO E ANÁLISE DE ALGORITMOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,1,01A,QXD0025,COMPILADORES,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,1,01A,QXD0119,COMPUTAÇÃO GRÁFICA,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,1,01A,QXD0020,DESENVOLVIMENTO DE SOFTWARE PARA WEB,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,1,01A,QXD0120,MATEMÁTICA COMPUTACIONAL,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,1,01A,QXD0021,REDES DE COMPUTADORES,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,2,01A,QXD0019,ENGENHARIA DE SOFTWARE,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,2,01A,QXD0037,INTELIGÊNCIA ARTIFICIAL,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,2,1,QXD0038,INTERFACE HUMANO-COMPUTADOR,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,2,02A,QXD0043,SISTEMAS DISTRIBUÍDOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,2,02A,QXD0043,SISTEMAS DISTRIBUÍDOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2022,2,01A,QXD0046,TEORIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,1,01A,QXD0176,APRENDIZADO DE MÁQUINA,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,1,01A,QXD0102,DESENVOLVIMENTO DE SOFTWARE PARA DISPOSITIVOS MÓVEIS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,1,01A,QXD0078,INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,1,01A,QXD0110,PROJETO DE PESQUISA CIENTÍFICA E TECNOLÓGICA,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,1,1,QXD0063,VERIFICAÇÃO E VALIDAÇÃO,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,2,01A,QXD0245,EDUCAÇÃO EM DIREITOS HUMANOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,2,02A,QXD0029,EMPREENDEDORISMO,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,2,4,QXD0062,MANUTENÇÃO DE SOFTWARE,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,2,01A,QXD0178,MINERAÇÃO DE DADOS,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2023,2,02A,QXD0129,PROGRAMAÇÃO PARA DESIGN,2,DISCIPLINA,3,999486,4,APROVADO,13730020,2020,1,45
2020,1,2,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,1,2,QXD0103,"ÉTICA, DIREITO E LEGISLAÇÃO",2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,1,06A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,1,1,QXD0108,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,1,3,QXD0056,MATEMÁTICA BÁSICA,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,1,2,QXD0109,PRÉ-CÁLCULO,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,2,05A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,2,06A,QXD0010,ESTRUTURA DE DADOS,2,DISCIPLINA,3,999487,13,SUPRIMIDO,13730020,2020,1,45
2020,2,6,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999487,13,SUPRIMIDO,13730020,2020,1,45
2020,2,06A,QXD0007,PROGRAMAÇÃO ORIENTADA A OBJETOS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2020,2,05A,QXD0013,SISTEMAS OPERACIONAIS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,1,04A,QXD0014,ANÁLISE E PROJETO DE SISTEMAS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,1,03A,QXD0010,ESTRUTURA DE DADOS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,1,03A,QXD0010,ESTRUTURA DE DADOS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,1,02A,QXD0011,FUNDAMENTOS DE BANCO DE DADOS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,1,4,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999487,13,SUPRIMIDO,13730020,2020,1,45
2021,1,01A,QXD0114,PROGRAMAÇÃO FUNCIONAL,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,2,01A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,3,999487,13,SUPRIMIDO,13730020,2020,1,45
2021,2,01A,QXD0020,DESENVOLVIMENTO DE SOFTWARE PARA WEB,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2021,2,02A,QXD0029,EMPREENDEDORISMO,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2021,2,3,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2021,2,01A,QXD0021,REDES DE COMPUTADORES,2,DISCIPLINA,3,999487,13,SUPRIMIDO,13730020,2020,1,45
2022,1,01A,QXD0020,DESENVOLVIMENTO DE SOFTWARE PARA WEB,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2022,1,3,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2022,1,1,QXD0058,PROJETO DETALHADO DE SOFTWARE,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2022,1,01A,QXD0021,REDES DE COMPUTADORES,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2022,2,03A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2022,2,01A,QXD0019,ENGENHARIA DE SOFTWARE,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2022,2,7,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2022,2,07A,QXD0012,PROBABILIDADE E ESTATÍSTICA,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2023,1,01A,QXD0115,ESTRUTURA DE DADOS AVANÇADA,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2023,1,01A,QXD0078,INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2023,1,1,QXD0040,LINGUAGENS FORMAIS E AUTOMATOS,2,DISCIPLINA,3,999487,4,APROVADO,13730020,2020,1,45
2023,1,02A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2023,2,01A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,3,999487,5,TRANCADO,13730020,2020,1,45
2023,2,01A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2023,2,02A,QXD0043,SISTEMAS DISTRIBUÍDOS,2,DISCIPLINA,3,999487,7,REP. FALTA,13730020,2020,1,45
2023,2,01A,QXD0046,TEORIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999487,6,REPROVADO,13730020,2020,1,45
2024,1,01A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,1,999487,2,MATRICULADO,13730020,2020,1,45
2024,1,04A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,1,999487,2,MATRICULADO,13730020,2020,1,45
2024,1,1,QXD0063,VERIFICAÇÃO E VALIDAÇÃO,2,DISCIPLINA,1,999487,2,MATRICULADO,13730020,2020,1,45
2019,1,2,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999488,6,REPROVADO,13730020,2019,1,45
2019,1,4,QXD0103,"ÉTICA, DIREITO E LEGISLAÇÃO",2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,1,14A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,1,2,QXD0108,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999488,6,REPROVADO,13730020,2019,1,45
2019,1,4,QXD0056,MATEMÁTICA BÁSICA,2,DISCIPLINA,3,999488,4,APROVADO,13730020,2019,1,45
2019,1,4,QXD0056,MATEMÁTICA BÁSICA,2,DISCIPLINA,3,999488,4,APROVADO,13730020,2019,1,45
2019,1,5,QXD0109,PRÉ-CÁLCULO,2,DISCIPLINA,3,999488,4,APROVADO,13730020,2019,1,45
2019,2,01A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,3,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,01A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,1,QXD0103,"ÉTICA, DIREITO E LEGISLAÇÃO",2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,01A,QXD0203,FOTOGRAFIA,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,01A,QXD0203,FOTOGRAFIA,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,03A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,5,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2019,2,02A,QXD0021,REDES DE COMPUTADORES,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2020,1,1,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999488,4,APROVADO,13730020,2019,1,45
2020,1,01A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,1,07A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,1,01A,QXD0012,PROBABILIDADE E ESTATÍSTICA,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,1,02A,QXD0021,REDES DE COMPUTADORES,2,DISCIPLINA,3,999488,4,APROVADO,13730020,2019,1,45
2020,2,06A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,2,07A,QXD0011,FUNDAMENTOS DE BANCO DE DADOS,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,2,09A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,2,04A,QXD0221,INTERAÇÃO HUMANO-COMPUTADOR,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,2,8,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2020,2,02A,QXD0090,REDES DE COMUNICAÇÕES MÓVEIS,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2021,1,12A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,6,REPROVADO,13730020,2019,1,45
2021,1,12A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,6,REPROVADO,13730020,2019,1,45
2021,1,1,QXD0108,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2021,1,02A,QXD0013,SISTEMAS OPERACIONAIS,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2021,1,01A,QXD0048,TÓPICOS AVANÇADOS EM REDES DE COMPUTADORES,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2021,2,02A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2021,2,04A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,6,REPROVADO,13730020,2019,1,45
2021,2,3,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2021,2,01A,QXD0090,REDES DE COMUNICAÇÕES MÓVEIS,2,DISCIPLINA,3,999488,13,SUPRIMIDO,13730020,2019,1,45
2022,2,03A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999488,4,APROVADO,13730020,2019,1,45
2022,2,6,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999488,6,REPROVADO,13730020,2019,1,45
2022,2,03A,QXD0013,SISTEMAS OPERACIONAIS,2,DISCIPLINA,3,999488,7,REP. FALTA,13730020,2019,1,45
2013,1,1,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,1,1,QXD0103,"ÉTICA, DIREITO E LEGISLAÇÃO",2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,1,1,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,1,1,QXD0108,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,1,1,QXD0056,MATEMÁTICA BÁSICA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,1,1,QXD0109,PRÉ-CÁLCULO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,2,1,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,2,1,QXD0010,ESTRUTURA DE DADOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,2,1,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,2,1,QXD0007,PROGRAMAÇÃO ORIENTADA A OBJETOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2013,2,1,QXD0013,SISTEMAS OPERACIONAIS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,1,01A,QXD0115,ESTRUTURA DE DADOS AVANÇADA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,1,1,QXD0040,LINGUAGENS FORMAIS E AUTOMATOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,1,01A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,1,01A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,1,01A,QXD0012,PROBABILIDADE E ESTATÍSTICA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,1,01A,QXD0114,PROGRAMAÇÃO FUNCIONAL,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,01A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,01A,QXD0116,ÁLGEBRA LINEAR,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,1,QXD0014,ANÁLISE E PROJETO DE SISTEMAS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,1,QXD0011,FUNDAMENTOS DE BANCO DE DADOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,1,QXD0016,LINGUAGENS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,1,QXD0041,PROJETO E ANÁLISE DE ALGORITMOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,1,QXD0053,TÓPICOS ESPECIAIS IV,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2014,2,1,QXD0053,TÓPICOS ESPECIAIS IV,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,1,1,QXD0025,COMPILADORES,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,1,01A,QXD0119,COMPUTAÇÃO GRÁFICA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,1,2,QXD0020,DESENVOLVIMENTO DE SOFTWARE PARA WEB,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,1,01A,QXD0120,MATEMÁTICA COMPUTACIONAL,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,1,2,QXD0021,REDES DE COMPUTADORES,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,01A,QXD0153,DESAFIOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,1,QXD0019,ENGENHARIA DE SOFTWARE,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,1,QXD0037,INTELIGÊNCIA ARTIFICIAL,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,1,QXD0038,INTERFACE HUMANO-COMPUTADOR,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,1,QXD0043,SISTEMAS DISTRIBUÍDOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,1,QXD0043,SISTEMAS DISTRIBUÍDOS,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2015,2,1,QXD0046,TEORIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,1,2,QXD0029,EMPREENDEDORISMO,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,1,01A,QXD0110,PROJETO DE PESQUISA CIENTÍFICA E TECNOLÓGICA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,1,1,QXD0187,TÓPICOS ESPECIAIS I,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,1,1,QXD0174,TÓPICOS ESPECIAIS III,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,2,01A,QXD0176,APRENDIZADO DE MÁQUINA,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,2,1,QXD0088,PROGRAMAÇÃO DE SCRIPT,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2016,2,01A,QXD0182,VISÃO COMPUTACIONAL,2,DISCIPLINA,3,999489,4,APROVADO,13730020,2013,1,45
2021,1,01A,QXD0025,COMPILADORES,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2021,1,01A,QXD0119,COMPUTAÇÃO GRÁFICA,2,DISCIPLINA,3,999490,7,REP. FALTA,13730020,2021,1,45
2021,2,01A,QXD0119,COMPUTAÇÃO GRÁFICA,2,DISCIPLINA,3,999490,6,REPROVADO,13730020,2021,1,45
2021,2,01A,QXD0170,CRIPTOGRAFIA,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2021,2,1,QXD0062,MANUTENÇÃO DE SOFTWARE,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2021,2,1,QXD0088,PROGRAMAÇÃO DE SCRIPT,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2022,1,01A,QXD0119,COMPUTAÇÃO GRÁFICA,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2022,1,03A,QXD0110,PROJETO DE PESQUISA CIENTÍFICA E TECNOLÓGICA,2,DISCIPLINA,3,999490,6,REPROVADO,13730020,2021,1,45
2022,2,01A,QXD0099,DESENVOLVIMENTO DE SOFTWARE PARA PERSISTENCIA,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2022,2,02A,QXD0110,PROJETO DE PESQUISA CIENTÍFICA E TECNOLÓGICA,2,DISCIPLINA,3,999490,6,REPROVADO,13730020,2021,1,45
2022,2,01A,QXD0061,REQUISITOS DE SOFTWARE,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2023,1,02A,QXD0110,PROJETO DE PESQUISA CIENTÍFICA E TECNOLÓGICA,2,DISCIPLINA,3,999490,6,REPROVADO,13730020,2021,1,45
2023,2,02A,QXD0110,PROJETO DE PESQUISA CIENTÍFICA E TECNOLÓGICA,2,DISCIPLINA,3,999490,4,APROVADO,13730020,2021,1,45
2018,1,3,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2018,1,5,QXD0103,"ÉTICA, DIREITO E LEGISLAÇÃO",2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,1,09A,QXD0001,FUNDAMENTOS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,1,3,QXD0108,INTRODUÇÃO À CIÊNCIA DA COMPUTAÇÃO,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,1,5,QXD0056,MATEMÁTICA BÁSICA,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,1,12,QXD0109,PRÉ-CÁLCULO,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2018,2,4,QXD0005,ARQUITETURA DE COMPUTADORES,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,2,07A,QXD0010,ESTRUTURA DE DADOS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,2,8,QXD0008,MATEMÁTICA DISCRETA,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,2,5,QXD0109,PRÉ-CÁLCULO,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2018,2,09A,QXD0007,PROGRAMAÇÃO ORIENTADA A OBJETOS,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,1,03A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,1,03A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,1,02A,QXD0115,ESTRUTURA DE DADOS AVANÇADA,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,1,06A,QXD0011,FUNDAMENTOS DE BANCO DE DADOS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2019,1,2,QXD0040,LINGUAGENS FORMAIS E AUTOMATOS,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,1,04A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,1,06A,QXD0007,PROGRAMAÇÃO ORIENTADA A OBJETOS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2019,2,03A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,2,1,QXD0040,LINGUAGENS FORMAIS E AUTOMATOS,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,2,03A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2019,2,02A,QXD0013,SISTEMAS OPERACIONAIS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2019,2,02A,QXD0013,SISTEMAS OPERACIONAIS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2020,1,02A,QXD0006,CÁLCULO DIFERENCIAL E INTEGRAL I,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2020,1,01A,QXD0115,ESTRUTURA DE DADOS AVANÇADA,2,DISCIPLINA,3,999491,6,REPROVADO,13730020,2018,1,45
2020,1,01A,QXD0016,LINGUAGENS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999491,13,SUPRIMIDO,13730020,2018,1,45
2020,1,02A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999491,13,SUPRIMIDO,13730020,2018,1,45
2020,1,02A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999491,13,SUPRIMIDO,13730020,2018,1,45
2020,1,02A,QXD0114,PROGRAMAÇÃO FUNCIONAL,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2020,1,01A,QXD0041,PROJETO E ANÁLISE DE ALGORITMOS,2,DISCIPLINA,3,999491,13,SUPRIMIDO,13730020,2018,1,45
2020,2,03A,QXD0014,ANÁLISE E PROJETO DE SISTEMAS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2020,2,03A,QXD0020,DESENVOLVIMENTO DE SOFTWARE PARA WEB,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2020,2,04A,QXD0016,LINGUAGENS DE PROGRAMAÇÃO,2,DISCIPLINA,3,999491,13,SUPRIMIDO,13730020,2018,1,45
2020,2,04A,QXD0017,LÓGICA PARA COMPUTAÇÃO,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
2020,2,06A,QXD0041,PROJETO E ANÁLISE DE ALGORITMOS,2,DISCIPLINA,3,999491,4,APROVADO,13730020,2018,1,45
